Symbol|Name|LastSale|MarketCap|ADR TSO|IPOyear|Sector|Industry|Summary Quote,
IDA|IDACORP, Inc.|94.22|4748008579.58|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/ida,
IEX|IDEX Corporation|135.65|10405673111.05|n/a|1989|Capital Goods|Fluid Controls|https://www.nasdaq.com/symbol/iex,
IDT|IDT Corporation|7.25|171957124|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/idt,
ITW|Illinois Tool Works Inc.|131.05|43482585395.55|n/a|n/a|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/itw,
IMAX|Imax Corporation|21.08|1319295847.36|n/a|n/a|Miscellaneous|Industrial Machinery/Components|https://www.nasdaq.com/symbol/imax,
ICD|Independence Contract Drilling, Inc.|3.3|249789130.8|n/a|2014|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/icd,
IHC|Independence Holding Company|35.76|529072990.56|n/a|n/a|Finance|Life Insurance|https://www.nasdaq.com/symbol/ihc,
IRT|Independence Realty Trust, Inc.|10.33|918552680.07|n/a|2013|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/irt,
IFN|India Fund, Inc. (The)|20.17|552454968.78|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ifn,
IBA|Industrias Bachoco, S.A. de C.V.|45.27|2263500000|n/a|1997|Consumer Non-Durables|Meat/Poultry/Fish|https://www.nasdaq.com/symbol/iba,
INFY|Infosys Limited|10.52|45740309443.2|n/a|n/a|Technology|EDP Services|https://www.nasdaq.com/symbol/infy,
HIFR|InfraREIT, Inc.|21.04|925711018.88|n/a|2015|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/hifr,
ING|ING Group, N.V.|12.13|47195753344|n/a|1997|Finance|Commercial Banks|https://www.nasdaq.com/symbol/ing,
ISF|ING Group, N.V.|25.69|0|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/isf,
ISG|ING Group, N.V.|25.53|0|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/isg,
IR|Ingersoll-Rand plc (Ireland)|94.44|23199779744.28|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/ir,
NGVT|Ingevity Corporation|91.5|3840134220|n/a|2016|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/ngvt,
INGR|Ingredion Incorporated|97.94|6924732522.56|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/ingr,
IIPR|Innovative Industrial Properties, Inc.|61.44|600625152|n/a|2016|Finance|Real Estate|https://www.nasdaq.com/symbol/iipr,
IIPR^A|Innovative Industrial Properties, Inc.|28.234|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/iipr^a,
IPHI|Inphi Corporation|37.64|1660358854.92|n/a|2010|Technology|Semiconductors|https://www.nasdaq.com/symbol/iphi,
INSI|Insight Select Income Fund|17.88|191495425.8|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/insi,
NSP|Insperity, Inc.|103.74|4337376143.1|n/a|n/a|Technology|Professional Services|https://www.nasdaq.com/symbol/nsp,
INSP|Inspire Medical Systems, Inc.|53.87|1152837770.29|n/a|1998|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/insp,
IBP|Installed Building Products, Inc.|39.99|1248686710.26|n/a|2014|Basic Industries|Homebuilding|https://www.nasdaq.com/symbol/ibp,
INST|Instructure, Inc.|38.67|1355699356.56|n/a|2015|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/inst,
ITGR|Integer Holdings Corporation|76.71|2484075919.77|n/a|n/a|Miscellaneous|Industrial Machinery/Components|https://www.nasdaq.com/symbol/itgr,
I|Intelsat S.A.|22.79|3191936109.33|n/a|2013|Consumer Services|Telecommunications Equipment|https://www.nasdaq.com/symbol/i,
ICE|Intercontinental Exchange Inc.|75.71|43123201308.76|n/a|2005|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/ice,
IHG|Intercontinental Hotels Group|57.35|10227326608.05|n/a|n/a|Consumer Services|Hotels/Resorts|https://www.nasdaq.com/symbol/ihg,
IBM|International Business Machines Corporation|134.27|122023740437.79|n/a|n/a|Technology|Computer Manufacturing|https://www.nasdaq.com/symbol/ibm,
IFF|International Flavors & Fragrances, Inc.|136.97|14603635111.28|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/iff,
IFFT|International Flavors & Fragrances, Inc.|52.42|0|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/ifft,
IGT|International Game Technology|16.02|3271301237.52|n/a|2015|Consumer Services|Services-Misc. Amusement & Recreation|https://www.nasdaq.com/symbol/igt,
IP|International Paper Company|46.85|18975583819.5|n/a|n/a|Basic Industries|Paper|https://www.nasdaq.com/symbol/ip,
INSW|International Seaways, Inc.|17.43|508685852.43|n/a|2016|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/insw,
INSW^A|International Seaways, Inc.|23.9|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/insw^a,
IPG|Interpublic Group of Companies, Inc. (The)|22.5|8647908750|n/a|n/a|Technology|Advertising|https://www.nasdaq.com/symbol/ipg,
INXN|InterXion Holding N.V.|58.37|4183553010|n/a|2011|Technology|Computer Software: Programming, Data Processing|https://www.nasdaq.com/symbol/inxn,
IPI|Intrepid Potash, Inc|3.09|405120321|n/a|2008|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/ipi,
IVC|Invacare Corporation|4.94|164013122.78|n/a|n/a|Health Care|Industrial Specialties|https://www.nasdaq.com/symbol/ivc,
VBF|Invesco Bond Fund|17.49|198984936.81|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vbf,
VCV|Invesco California Value Municipal Income Trust|11.84|566725554.56|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vcv,
VTA|Invesco Credit Opportunities Fund|10.67|790586010.28|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/vta,
IHIT|Invesco High Income 2023 Target Term Fund|10.05|240611200.65|n/a|2016|n/a|n/a|https://www.nasdaq.com/symbol/ihit,
IHTA|Invesco High Income 2024 Target Term Fund|9.49|76869000|n/a|2017|n/a|n/a|https://www.nasdaq.com/symbol/ihta,
VLT|Invesco High Income Trust II|13.64|110735371.56|n/a|1989|n/a|n/a|https://www.nasdaq.com/symbol/vlt,
IVR|INVESCO MORTGAGE CAPITAL INC|16.06|1793141735.66|n/a|2009|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/ivr,
IVR^B|INVESCO MORTGAGE CAPITAL INC|25.58|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ivr^b,
IVR^C|INVESCO MORTGAGE CAPITAL INC|24.46|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ivr^c,
IVR^A|Invesco Mortgage Capital Inc.|24.86|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ivr^a,
OIA|Invesco Municipal Income Opportunities Trust|7.47|354776870.79|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/oia,
VMO|Invesco Municipal Opportunity Trust|11.65|785379239.55|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vmo,
VKQ|Invesco Municipal Trust|11.72|648353060.44|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vkq,
VPV|Invesco Pennsylvania Value Municipal Income Trust|12|285954528|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vpv,
IVZ|Invesco Plc|19.42|7988143042.06|n/a|n/a|Finance|Investment Managers|https://www.nasdaq.com/symbol/ivz,
IQI|Invesco Quality Municipal Income Trust|11.73|620326938.81|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/iqi,
VVR|Invesco Senior Income Trust|4.06|730946809.6|n/a|1998|n/a|n/a|https://www.nasdaq.com/symbol/vvr,
VTN|Invesco Trust  for Investment Grade New York Municipal|12.6|245419687.8|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vtn,
VGM|Invesco Trust for Investment Grade Municipals|12.01|651245804.96|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vgm,
IIM|Invesco Value Municipal Income Trust|14.28|671967077.04|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/iim,
ITG|Investment Technology Group, Inc.|30.22|999437532.32|n/a|n/a|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/itg,
IRET|Investors Real Estate Trust|57.94|69359684.3|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/iret,
IRET^C|Investors Real Estate Trust|23.654|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/iret^c,
NVTA|Invitae Corporation|13.98|1048370768.88|n/a|2015|Health Care|Medical Specialities|https://www.nasdaq.com/symbol/nvta,
INVH|Invitation Homes Inc.|21.95|11426733216.95|n/a|2017|Finance|Real Estate|https://www.nasdaq.com/symbol/invh,
IO|Ion Geophysical Corporation|9.09|127287260.91|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/io,
IQV|IQVIA Holdings, Inc.|124.69|24694383296.49|n/a|2013|Health Care|Biotechnology: Commercial Physical & Biological Resarch|https://www.nasdaq.com/symbol/iqv,
IRM|Iron Mountain Incorporated|36.24|10372598086.56|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/irm,
IRS|IRSA Inversiones Y Representaciones S.A.|13.83|800309544.18|n/a|n/a|Consumer Services|Homebuilding|https://www.nasdaq.com/symbol/irs,
ICL|Israel Chemicals Shs|5.82|7451352675.54|n/a|2014|Basic Industries|Agricultural Chemicals|https://www.nasdaq.com/symbol/icl,
STAR          |iStar Inc.|9.43|641124510.79|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/star,
STAR^D|iStar Inc.|24.86|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/star^d,
STAR^G|iStar Inc.|22.83|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/star^g,
STAR^I|iStar Inc.|23.13|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/star^i,
ITCB|Ita? CorpBanca|14.23|4861032120.38|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/itcb,
ITUB|Itau Unibanco Banco Holding SA|10.03|97496824847.66|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/itub,
ITT|ITT Inc.|51.19|4484244000|n/a|2011|Capital Goods|Fluid Controls|https://www.nasdaq.com/symbol/itt,
IVH|Ivy High Income Opportunities Fund|13.01|215537814.88|n/a|2013|n/a|n/a|https://www.nasdaq.com/symbol/ivh,
JPM|J P Morgan Chase & Co|103.88|340290104000|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/jpm,
JPM^A|J P Morgan Chase & Co|25.03|0|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/jpm^a,
JPM^B|J P Morgan Chase & Co|25.59|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jpm^b,
JPM^D|J P Morgan Chase & Co|25.36|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jpm^d,
JPM^E|J P Morgan Chase & Co|25.99|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jpm^e,
JPM^F|J P Morgan Chase & Co|26|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jpm^f,
JPM^G|J P Morgan Chase & Co|26.08|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jpm^g,
JPM^H|J P Morgan Chase & Co|26.27|0|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/jpm^h,
JAX|J. Alexander&#39;s Holdings, Inc.|8.55|125643754.8|n/a|2015|Consumer Services|Restaurants|https://www.nasdaq.com/symbol/jax,
JILL|J. Jill, Inc.|6.19|270798615.83|n/a|2017|Consumer Non-Durables|Apparel|https://www.nasdaq.com/symbol/jill,
JCP|J.C. Penney Company, Inc. Holding Company|1.32|416326438.44|n/a|n/a|Consumer Services|Department/Specialty Retail Stores|https://www.nasdaq.com/symbol/jcp,
SJM|J.M. Smucker Company (The)|102.87|11702299141.71|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/sjm,
JBL|Jabil Inc.|25.68|3973084487.04|n/a|1993|Technology|Electrical Products|https://www.nasdaq.com/symbol/jbl,
JEC|Jacobs Engineering Group Inc.|63.11|8982783749.17|n/a|n/a|Basic Industries|Military/Government/Technical|https://www.nasdaq.com/symbol/jec,
JAG|Jagged Peak Energy Inc.|10.29|2193693396.51|n/a|2017|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/jag,
JHX|James Hardie Industries plc.|10.82|4782731501.62|n/a|n/a|Capital Goods|Building Materials|https://www.nasdaq.com/symbol/jhx,
JHG|Janus Henderson Group plc|22.54|4374982962.42|n/a|2017|Finance|Investment Managers|https://www.nasdaq.com/symbol/jhg,
JOF|Japan Smaller Capitalization Fund Inc|8.66|245371513.38|n/a|1990|n/a|n/a|https://www.nasdaq.com/symbol/jof,
JBGS|JBG SMITH Properties|38.01|4596065394.69|n/a|2017|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/jbgs,
JEF|Jefferies Financial Group Inc.|20.52|6310207800|n/a|n/a|Consumer Non-Durables|Meat/Poultry/Fish|https://www.nasdaq.com/symbol/jef,
JELD|JELD-WEN Holding, Inc.|16.96|1749658997.76|n/a|2017|Basic Industries|Forest Products|https://www.nasdaq.com/symbol/jeld,
JCAP|Jernigan Capital, Inc.|21.32|434590248.56|n/a|2015|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/jcap,
JCAP^B|Jernigan Capital, Inc.|23.65|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jcap^b,
JT|Jianpu Technology Inc.|5.8|974501215.8|n/a|2017|Technology|Computer Software: Programming, Data Processing|https://www.nasdaq.com/symbol/jt,
JKS|JinkoSolar Holding Company Limited|15.76|617988747.84|n/a|2010|Technology|Semiconductors|https://www.nasdaq.com/symbol/jks,
JMP|JMP Group LLC|4.51|96047814.83|n/a|2007|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/jmp,
JMPB|JMP Group LLC|25.34|0|n/a|n/a|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/jmpb,
JMPD|JMP Group LLC|24.81|0|n/a|2017|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/jmpd,
JBT|John Bean Technologies Corporation|78.01|2465731966.96|n/a|n/a|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/jbt,
BTO|John Hancock Financial Opportunities Fund|34.69|647678326.78|n/a|1994|n/a|n/a|https://www.nasdaq.com/symbol/bto,
HEQ|John Hancock Hedged Equity & Income Fund|13.84|169041261.76|n/a|2011|n/a|n/a|https://www.nasdaq.com/symbol/heq,
JHS|John Hancock Income Securities Trust|13.4|156064239|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jhs,
JHI|John Hancock Investors Trust|15.35|133652833.75|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jhi,
HPF|John Hancock Pfd Income Fund II|20.47|435684790.08|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/hpf,
HPI|John Hancock Preferred Income Fund|20.52|533940372.72|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/hpi,
HPS|John Hancock Preferred Income Fund III|17.45|551018388.25|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/hps,
PDT|John Hancock Premium Dividend Fund|15.46|748830701.76|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/pdt,
HTD|John Hancock Tax Advantaged Dividend Income Fund|22.3|789084630.3|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/htd,
HTY|John Hancock Tax-Advantaged Global Shareholder Yield Fund|6.78|74847667.62|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/hty,
JW.A|John Wiley & Sons, Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jw.a,
JW.B|John Wiley & Sons, Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/jw.b,
JNJ|Johnson & Johnson|128.99|345948338221.31|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/jnj,
JCI|Johnson Controls International plc|32.69|29741281680.67|n/a|n/a|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/jci,
JLL|Jones Lang LaSalle Incorporated|140.84|6417593887.88|n/a|n/a|Finance|Real Estate|https://www.nasdaq.com/symbol/jll,
JMEI|Jumei International Holding Limited|2.38|356725540.78|n/a|2014|Consumer Services|Other Specialty Stores|https://www.nasdaq.com/symbol/jmei,
JNPR|Juniper Networks, Inc.|28.15|9716096360|n/a|1999|Technology|Computer Communications Equipment|https://www.nasdaq.com/symbol/jnpr,
JP|Jupai Holdings Limited|3.72|122849116.32|n/a|2015|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/jp,
JE|Just Energy Group, Inc.|3.71|554690618.16|n/a|n/a|Public Utilities|Oil/Gas Transmission|https://www.nasdaq.com/symbol/je,
JE^A|Just Energy Group, Inc.|19.4|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/je^a,
LRN|K12 Inc|29.48|1186184460.56|n/a|n/a|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/lrn,
KAI|Kadant Inc|84.44|937900074.24|n/a|n/a|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/kai,
KDMN|Kadmon Holdings, Inc.|2.22|251150413.74|n/a|2016|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/kdmn,
KAMN|Kaman Corporation|57.56|1609301505.68|n/a|n/a|Consumer Durables|Industrial Specialties|https://www.nasdaq.com/symbol/kamn,
KSU|Kansas City Southern|109.33|11118581224.53|n/a|n/a|Transportation|Railroads|https://www.nasdaq.com/symbol/ksu,
KSU^|Kansas City Southern|25.75|0|n/a|n/a|Transportation|Railroads|https://www.nasdaq.com/symbol/ksu^,
KAR|KAR Auction Services, Inc|51.71|6960126907.24|n/a|2009|Consumer Durables|Automotive Aftermarket|https://www.nasdaq.com/symbol/kar,
KMF|Kayne Anderson Midstream Energy Fund, Inc|11.01|538152273.99|n/a|2010|n/a|n/a|https://www.nasdaq.com/symbol/kmf,
KYN|Kayne Anderson MLP/Midstream Investment Company|15.1|1904079679.2|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/kyn,
KYN^F|Kayne Anderson MLP/Midstream Investment Company|25.06|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kyn^f,
KB|KB Financial Group Inc|40.95|16225768950.3|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/kb,
KBH|KB Home|20.03|1741111595.76|n/a|1986|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/kbh,
KBR|KBR, Inc.|16.89|2379427190.52|n/a|2006|Basic Industries|Military/Government/Technical|https://www.nasdaq.com/symbol/kbr,
FRAC|Keane Group, Inc.|9.62|1002293543.16|n/a|2017|Energy|Oilfield Services/Equipment|https://www.nasdaq.com/symbol/frac,
K|Kellogg Company|58.12|20168868889.28|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/k,
KEM|Kemet Corporation|20.29|1165531191.83|n/a|n/a|Capital Goods|Electrical Products|https://www.nasdaq.com/symbol/kem,
KMPA|Kemper Corporation|25.79|0|n/a|2014|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/kmpa,
KMPR|Kemper Corporation|74.58|4828841850.36|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/kmpr,
KMT|Kennametal Inc.|36.56|3001677819.6|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/kmt,
KW|Kennedy-Wilson Holdings Inc.|19.39|2795884334.25|n/a|n/a|Finance|Real Estate|https://www.nasdaq.com/symbol/kw,
KEN|Kenon Holdings Ltd.|17.84|960269202.16|n/a|2015|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/ken,
KDP|Keurig Dr Pepper Inc.|26.3|37502926471.8|n/a|n/a|Consumer Non-Durables|Beverages (Production/Distribution)|https://www.nasdaq.com/symbol/kdp,
KEG|Key Energy Services, Inc.|1.83|37144166.97|n/a|2016|Energy|Oilfield Services/Equipment|https://www.nasdaq.com/symbol/keg,
KEY|KeyCorp|16.85|17178625550|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/key,
KEY^I|KeyCorp|26.6|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/key^i,
KEY^J|KeyCorp|23.96|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/key^j,
KEYS|Keysight Technologies Inc.|72.29|13564623119.56|n/a|2014|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/keys,
KRC|Kilroy Realty Corporation|68.87|6938445063.56|n/a|1997|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/krc,
KRP|Kimbell Royalty Partners|16.7|505834015.4|n/a|2017|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/krp,
KMB|Kimberly-Clark Corporation|108.05|37277250000|n/a|n/a|Consumer Durables|Containers/Packaging|https://www.nasdaq.com/symbol/kmb,
KIM|Kimco Realty Corporation|17.02|7172080011.1|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/kim,
KIM^I|Kimco Realty Corporation|24.82|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kim^i,
KIM^J|Kimco Realty Corporation|22.5|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kim^j,
KIM^K|Kimco Realty Corporation|23.11|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kim^k,
KIM^L|Kimco Realty Corporation|21.57|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kim^l,
KIM^M|Kimco Realty Corporation|21.95|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kim^m,
KMI|Kinder Morgan, Inc.|17.89|39483557154.43|n/a|2011|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/kmi,
KFS|Kingsway Financial Services, Inc.|2.3|51474409.4|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/kfs,
KGC|Kinross Gold Corporation|3.24|4050741380.04|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/kgc,
KEX|Kirby Corporation|68.77|4116984820|n/a|n/a|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/kex,
KL|Kirkland Lake Gold Ltd.|30.23|6341857533.55|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/kl,
KRG|Kite Realty Group Trust|16.06|1344458290.78|n/a|2004|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/krg,
KKR|KKR & Co. Inc.|22.78|19030835229.62|n/a|n/a|Finance|Investment Managers|https://www.nasdaq.com/symbol/kkr,
KKR^A|KKR & Co. Inc.|26.6|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kkr^a,
KKR^B|KKR & Co. Inc.|26.29|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kkr^b,
KIO|KKR Income Opportunities Fund|15.01|305308128.15|n/a|2013|n/a|n/a|https://www.nasdaq.com/symbol/kio,
KREF|KKR Real Estate Finance Trust Inc.|20.25|1185074064|n/a|2017|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/kref,
KNX|Knight Transportation, Inc.|30.08|5250149513.6|n/a|2017|Transportation|Trucking Freight/Courier Services|https://www.nasdaq.com/symbol/knx,
KNL|Knoll, Inc.|19.54|965645696.8|n/a|2004|Consumer Durables|Office Equipment/Supplies/Services|https://www.nasdaq.com/symbol/knl,
KNOP|KNOT Offshore Partners LP|19.1|624457195.4|n/a|2013|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/knop,
KN|Knowles Corporation|14.94|1347651136.44|n/a|2014|Consumer Non-Durables|Consumer Electronics/Appliances|https://www.nasdaq.com/symbol/kn,
KSS|Kohl&#39;s Corporation|69.43|11464932228.53|n/a|1992|Consumer Services|Department/Specialty Retail Stores|https://www.nasdaq.com/symbol/kss,
PHG|Koninklijke Philips N.V.|36.92|33495626840.52|n/a|n/a|Energy|Consumer Electronics/Appliances|https://www.nasdaq.com/symbol/phg,
KOP|Koppers Holdings Inc.|21.77|446466017.55|n/a|2006|Basic Industries|Forest Products|https://www.nasdaq.com/symbol/kop,
KEP|Korea Electric Power Corporation|14.63|18783868893.02|n/a|1994|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/kep,
KF|Korea Fund, Inc. (The)|30.42|163142551.26|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/kf,
KFY|Korn Ferry |44.18|2503903974.08|n/a|1999|Technology|Diversified Commercial Services|https://www.nasdaq.com/symbol/kfy,
KOS|Kosmos Energy Ltd.|4.95|2146405644.9|n/a|2011|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/kos,
KRA|Kraton Corporation|27.3|872428611.6|n/a|2009|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/kra,
KR|Kroger Company (The)|28.22|22512308447.7|n/a|n/a|Consumer Services|Food Chains|https://www.nasdaq.com/symbol/kr,
KRO|Kronos Worldwide Inc|13|1506800074|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/kro,
KT|KT Corporation|14.15|6937596934.4|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/kt,
LB|L Brands, Inc.|28.08|7725509803.44|n/a|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|https://www.nasdaq.com/symbol/lb,
SCX|L.S. Starrett Company (The)|5.65|39770033.6|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/scx,
LLL|L3 Technologies, Inc.|184.06|14485071237.06|n/a|n/a|Technology|Radio And Television Broadcasting And Communications Equipment|https://www.nasdaq.com/symbol/lll,
LH|Laboratory Corporation of America Holdings|136.5|13772850000|n/a|n/a|Health Care|Medical Specialities|https://www.nasdaq.com/symbol/lh,
LADR|Ladder Capital Corp|16.69|1953720017.42|n/a|2014|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/ladr,
LAIX|LAIX Inc.|8.99|431090556.69|n/a|2018|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/laix,
LW|Lamb Weston Holdings, Inc.|71.4|10459531870.2|n/a|2016|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/lw,
LCI|Lannett Co Inc|8.1|318076299.9|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/lci,
LPI|Laredo Petroleum, Inc.|3.6|841975272|n/a|2011|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/lpi,
LVS|Las Vegas Sands Corp.|56.26|44082763624.02|n/a|2004|Consumer Services|Hotels/Resorts|https://www.nasdaq.com/symbol/lvs,
LTM|LATAM Airlines Group S.A.|11.68|7082841854.24|n/a|n/a|Transportation|Air Freight/Delivery Services|https://www.nasdaq.com/symbol/ltm,
